F,Obj_ID,dist1_mod,dist2_mod,YawDiff1_mod,YawDiff2_mod,speed_SGF,yawAngle_axis2,acc_SGF
69173,182x_1111_88,99,99,0,0,2.130734561,2.740700362,-2.290214682
80346,122x_1116_95,3.372550686,99,-0.074799549,0,2.131243496,-2.976366676,-0.907909436
37440,142x_1113_81,1.248604053,2.751188072,-0.533439391,-0.59354985,2.131381503,-0.189356481,7.869709878
80344,122x_1116_95,3.416649927,99,-5.922643975,0,2.131697873,-2.970904779,-0.038492175
104818,162x_1114_35,13.68787533,99,-0.577519041,0,2.131993118,0.239446735,2.036024348
90577,182x_1113_38,99,99,0,0,2.132095887,0.300396912,-1.406813815
45264,112x_112x_1112_46,5.091189851,6.582279265,-0.6037008,0.37923689,2.132198014,0.079340736,1.651098847
69139,182x_1111_88,4.567138215,5.964967785,-5.719194982,-2.429712596,2.132395428,-2.788875776,-1.315359034
92467,122x_1119_22,99,99,0,0,2.133390187,-1.023487358,-10.60891088
80202,142x_1116_154,1.95535457,2.312064093,0.060392276,-6.159424292,2.134341882,-3.032909107,-3.328000438
37403,142x_1113_81,0.596043301,99,-0.129736403,0,2.134541737,0.160522769,-7.128553253
90606,182x_1113_38,99,99,0,0,2.134863925,-0.02737106,-1.773671606
90598,182x_1113_38,99,99,0,0,2.134921552,-0.211247758,2.488755919
63912,172x_1112_38,3.874106101,99,-0.835839501,0,2.135380413,-2.828649162,0.477508107
95016,112x_112x_1115_54,3.966987009,99,0.314228734,0,2.135578494,-2.75468968,-0.803961077
63839,172x_1112_38,99,99,0,0,2.135989877,-2.605374575,-2.024621203
63921,172x_1112_38,3.508692407,99,-0.845864361,0,2.136360662,-2.894129893,1.562020719
33222,142x_1112_178,99,99,0,0,2.137819467,2.666016764,7.470400402
66447,142x_1115_201,2.828386384,6.746137911,5.97896919,5.815806467,2.138314634,2.90211473,2.514300733
90581,182x_1113_38,99,99,0,0,2.139381119,0.394090039,1.64652341
49167,112x_112x_1114_55,4.355041265,99,0.035921642,0,2.140562486,-3.079681929,-0.846761286
49165,112x_112x_1114_55,4.379827938,99,0.006741507,0,2.140793739,-3.084763923,0.387788339
15817,112x_112x_1111_179,1.5070415,5.852317425,-0.056743847,0.032394839,2.141008298,3.037891258,-1.391513782
49166,112x_112x_1114_55,4.368482698,99,-0.005087543,0,2.141066011,-3.093881103,-0.204316636
8361,122x_1111_102,10.01800192,99,-1.95790727,0,2.141268184,0.099502001,1.693484414
103933,122x_1117_86,4.93874883,5.734521698,-6.096517345,-0.141331468,2.141302522,-3.097518098,-0.421478037
49251,112x_112x_1114_55,2.553872726,99,0.085011159,0,2.141447421,-3.009514106,-2.329410249
49134,112x_112x_1114_55,4.393236728,99,-0.098339589,0,2.141821738,-3.128207512,1.196441983
95010,112x_112x_1115_54,4.118800593,99,-0.519115871,0,2.142174657,-2.784578999,0.320815721
20311,142x_1111_186,8.202969642,11.18329344,5.889414056,5.317495157,2.142191586,3.07665527,1.00763029
37425,142x_1113_81,0.852384181,3.314998948,-0.335642301,-0.00419684,2.142294884,-0.08200493,4.960761105
95039,112x_112x_1115_54,3.258518979,99,-1.309935198,0,2.142698995,-3.103036531,2.802896595
80345,122x_1116_95,3.399916015,99,-6.08386063,0,2.142967602,-2.965963418,-0.383811583
95021,112x_112x_1115_54,3.94787133,99,-0.215900308,0,2.14334742,-2.926270893,0.855529799
90490,182x_1113_63,99,99,0,0,2.143468543,0.27441096,-2.753518601
2941,152x_1111_193,7.151133527,10.03124525,-0.015215021,-1.521095811,2.143760262,-3.050688762,-1.421521174
49242,112x_112x_1114_55,2.749971859,99,0.007635165,0,2.144215692,-3.103393816,1.148223482
63868,172x_1112_38,99,99,0,0,2.144525031,-2.738754404,-0.487081276
37432,142x_1113_81,1.172025206,2.48043039,-0.235404107,-0.241459401,2.145099019,-0.110557491,-5.834622231
69134,182x_1111_88,4.606422034,6.55740707,-5.878166531,-2.652868091,2.145153902,-2.755344192,0.563737742
103936,122x_1117_86,4.816963872,5.595159542,6.055978471,5.546493253,2.145327973,3.123127853,0.360360529
69149,182x_1111_88,4.728562485,5.187821348,-5.715818996,-3.043847518,2.146463384,-3.055290349,2.391257724
95009,112x_112x_1115_54,4.159969872,99,-0.103294447,0,2.146677918,-2.783997409,-0.362262959
69084,182x_1111_88,5.198467232,10.56001854,-0.587374211,-3.054161529,2.147200126,-3.099972921,0.584584114
2701,152x_1111_193,1.565993699,2.972623529,-0.39199993,4.728741419,2.14751902,2.686889016,2.783668696
107253,122x_1118_168,1.232602298,1.669646121,5.218007603,-0.243338666,2.149316059,2.88194331,7.049648796
95025,112x_112x_1115_54,3.741982683,99,-0.943479247,0,2.149321609,-2.906400585,-1.359273799
49230,112x_112x_1114_55,2.892426496,99,-6.190764041,0,2.149594223,-3.083854518,-1.026136922
2926,152x_1111_193,7.310177521,10.36831954,-6.174338072,-1.926850047,2.149626553,-3.133741631,0.434350487
33335,142x_1112_123,2.377813918,3.453824689,-0.037248153,5.949243428,2.150175344,3.07336203,-4.153530872
63926,172x_1112_38,3.31449004,99,-0.416557612,0,2.150301152,-2.81404034,-2.023559943
37419,142x_1113_81,0.922595616,3.563772508,0.277674255,-0.373915955,2.150994094,0.362531952,-6.339287164
20484,142x_1111_186,99,99,0,0,2.151381735,3.086082522,-0.569375409
63872,172x_1112_38,99,99,0,0,2.152087981,-2.742211337,0.700581923
66471,142x_1115_201,2.362307672,5.307201854,-5.926570366,-6.071059667,2.152567251,-3.016751092,-2.065937605
49259,112x_112x_1114_55,2.228687825,99,6.088145177,0,2.15276125,3.044707473,1.460299465
90542,182x_1113_38,1.267256309,2.237300319,-0.487372569,-0.030594863,2.152836894,0.330294273,0.803391508
63914,172x_1112_38,3.803389518,99,-0.583049375,0,2.152980233,-2.729614583,-1.155034101
90555,182x_1113_38,1.14397884,99,-0.015004187,0,2.153622842,-0.153252526,3.655609848
2934,152x_1111_193,7.272741205,10.15182911,-0.753313474,-6.145372162,2.154269624,-3.113338429,1.885415953
103939,122x_1117_86,4.657646191,5.404669978,5.376609031,5.477439191,2.154807454,3.0797774,-0.831019978
46492,112x_112x_1113_103,4.396512931,99,1.447233349,0,2.155465471,1.409392894,-3.191075429
69128,182x_1111_88,4.610402875,8.732530095,0.355728499,0.16687601,2.155632377,-2.636397989,-0.855106035
103584,172x_1113_59,99,99,0,0,2.155671509,-2.639530196,-3.484533185
33314,142x_1112_123,2.49907181,3.663113664,6.238592521,0.381087892,2.155845069,3.141245279,-3.013099521
80193,142x_1116_154,1.797343099,2.418492589,-0.305464186,0.027377624,2.156008704,-2.983874025,0.033673226
90487,182x_1113_63,99,99,0,0,2.156581911,0.03973911,1.319882368
107291,122x_1118_168,3.77607029,99,-0.021513944,0,2.157270631,3.08616603,-10.93565363
40455,152x_1113_106,6.29765686,99,-0.330019419,0,2.158204252,-2.979465836,-5.22467913
63913,172x_1112_38,3.835393134,99,-0.702560158,0,2.15846255,-2.768129687,-0.58034379
107333,122x_1118_168,3.927150882,5.409144272,6.09203746,0.063824141,2.158717207,3.022118992,7.021053476
103755,162x_1113_185,6.413358803,99,0.834502522,0,2.15968308,0.45898033,1.496838866
3081,121x_1111_58,2.871629702,99,0.215053099,0,2.16028843,0.158460893,-2.129901564
103937,122x_1117_86,4.764501593,5.526351183,5.797675947,4.95413102,2.16036311,3.121724256,0.196539029
2704,152x_1111_193,1.552253275,2.850873089,-0.017536367,0.078592838,2.160808108,3.106268823,-5.030817524
95011,112x_112x_1115_54,4.065101689,99,-0.759104369,0,2.160901042,-2.868268904,0.54341916
63867,172x_1112_38,99,99,0,0,2.162435077,-2.731616242,-0.522703118
69135,182x_1111_88,4.583894918,6.425080731,0.202896738,-2.571737457,2.163302213,-2.803303396,0.320115208
69138,182x_1111_88,4.564015558,6.059207514,-5.802492336,-2.383557113,2.163302601,-2.829154072,-0.922174826
69085,182x_1111_88,5.158046549,10.44159978,-0.633674111,-3.001840685,2.163317223,-3.062182358,0.362322282
104080,122x_1117_86,99,99,0,0,2.165413542,2.953239728,1.840169106
2874,152x_1111_193,7.11020877,8.024279059,0.372351497,5.372595441,2.165464152,3.076781047,1.543213117
103805,162x_1113_206,4.074284532,99,0.36870189,0,2.165613245,0.048624307,-1.968458197
15799,112x_112x_1111_179,1.587306258,5.744632056,6.123906934,0.060719771,2.166174489,3.080747984,0.115181468
90544,182x_1113_38,1.279142597,2.266505039,-0.48302988,-0.018371822,2.166833548,0.506911134,-2.403227303
8362,122x_1111_102,9.791979635,99,-1.965966805,0,2.166856358,0.1010098,1.669351675
103938,122x_1117_86,4.709976994,5.453834832,5.501560175,4.653163591,2.167095435,3.09564593,-0.19319964
33241,142x_1112_88,3.593538621,99,-0.069853661,0,2.168205791,2.999960741,-2.431066603
40449,152x_1113_106,6.629073198,99,-0.637969688,0,2.168566111,-2.926231514,3.545200805
20470,142x_1111_186,99,99,0,0,2.168607152,2.929853654,2.051871755
20475,142x_1111_186,99,99,0,0,2.168802406,3.063719959,-1.494916829
2889,152x_1111_193,7.655269225,99,5.584166354,0,2.169258159,3.025261771,-2.701862742
49265,112x_112x_1114_55,2.115243378,99,-0.326833079,0,2.169316581,2.766838688,-1.779620425
90613,182x_1113_38,99,99,0,0,2.169364764,-0.277765741,1.28107598
95012,112x_112x_1115_54,4.016376915,99,-0.642672581,0,2.169457392,-2.856275353,0.332277761
95024,112x_112x_1115_54,3.797434778,99,-0.952669822,0,2.170069105,-2.888288274,-0.756995821
63873,172x_1112_38,99,99,0,0,2.170455915,-2.687762162,0.802180219
15800,112x_112x_1111_179,1.567801358,5.758319482,6.084029975,0.080908679,2.170562114,3.09508472,-1.584492347
80194,142x_1116_154,1.785254999,2.399525223,-0.211279036,-0.243474134,2.170786184,-3.018520889,0.556288595
103770,162x_1113_185,6.178971282,99,0.361910445,0,2.170807176,0.109376876,0.285919925
66207,142x_1119_38,99,99,0,0,2.172064028,2.721763885,3.834628144
95008,112x_112x_1115_54,4.180725718,99,0.10673788,0,2.172655705,-2.805693991,-1.012813275
63857,172x_1112_38,99,99,0,0,2.172966489,-2.433394291,1.371107498
95015,112x_112x_1115_54,3.956738724,99,0.179033697,0,2.173236818,-2.744193732,-0.902423385
2927,152x_1111_193,7.354769846,10.28293052,-6.167673927,-1.562282129,2.17374143,-3.125854914,0.038779395
37517,142x_1113_81,2.977271971,3.890028051,-0.57977033,-0.628231235,2.175051236,-0.341303479,-1.841979702
33240,142x_1112_88,3.602932672,99,-0.068658608,0,2.17601489,2.944223467,-0.267429988
66494,142x_1115_201,1.782309058,5.020997197,-5.637455973,-0.193808715,2.176221351,-3.06779084,-1.933163078
20312,142x_1111_186,8.191092396,11.12738374,5.870797403,5.232932902,2.176307581,3.061536231,0.919245652
103932,122x_1117_86,4.964642653,5.76605962,-6.050736179,-0.000120077,2.176568869,-3.088093431,-0.790120289
69137,182x_1111_88,4.566673502,6.17120369,-5.831816638,-2.454809196,2.177631815,-2.820543566,-0.448367509
91824,191x_1111_51,8.916014498,99,-6.009011609,0,2.177636088,-3.093824414,-2.122543069
95023,112x_112x_1115_54,3.854300483,99,-0.711434019,0,2.177945645,-2.863336685,-0.14677862
69136,182x_1111_88,4.572418092,6.294759138,-5.902186486,-2.50782592,2.17830463,-2.80750742,-0.02558337
95013,112x_112x_1115_54,3.981430036,99,-0.331395277,0,2.178422098,-2.826887545,-0.145707357
2929,152x_1111_193,7.425106055,10.14459048,-6.211035556,-0.684944506,2.178525794,-3.103801833,-1.001846786
49207,112x_112x_1114_55,3.581776409,99,0.066413742,0,2.178634544,-3.035372704,-2.032550774
90617,182x_1113_38,99,99,0,0,2.178738473,-0.822848549,-2.308940913
57221,122x_1114_180,99,99,0,0,2.179139363,0.691709611,-7.260139389
69086,182x_1111_88,5.124686085,10.32103368,-0.509468968,-3.010305682,2.180840103,-3.062413952,0.180973505
95022,112x_112x_1115_54,3.903227075,99,-0.515206797,0,2.181023076,-2.915409516,0.447453018
20318,142x_1111_186,8.083303689,10.7511189,6.114951748,5.272044618,2.181119505,3.109508092,-1.771746681
37516,142x_1113_81,2.944093655,3.864086009,-0.718179338,-0.559094845,2.181276956,-0.378743445,-0.164581218
103579,172x_1113_59,99,99,0,0,2.181702957,-2.68154282,2.645022571
37484,142x_1113_81,2.978388423,3.563764071,-0.626989816,-0.209544635,2.181898708,-0.231218943,2.282229177
49214,112x_112x_1114_55,3.289642445,99,-0.067188856,0,2.181988965,-3.12399929,1.26428389
20493,142x_1111_186,99,99,0,0,2.182570022,3.053403282,1.617124595
63896,172x_1112_38,3.931126762,99,0.59130234,0,2.182589589,-2.379842212,-1.760867742
103769,162x_1113_185,6.143147331,99,0.242651185,0,2.18322642,0.037395189,-0.050944322
95014,112x_112x_1115_54,3.961592426,99,-0.054933334,0,2.18403057,-2.791926748,-0.580617858
20498,142x_1111_186,99,99,0,0,2.185173611,3.081782527,-2.761409354
40441,152x_1113_106,7.134484969,99,0.194612535,0,2.185204055,-2.769002885,-5.292967635
103756,162x_1113_185,6.417777005,99,0.73044534,0,2.185257817,0.429910643,2.454711984
57240,122x_1114_180,99,99,0,0,2.185344892,-0.347504978,9.835248991
69087,182x_1111_88,5.102012913,10.20218533,-0.339023746,-3.022151482,2.185374472,-3.049426857,0.13401345
90543,182x_1113_38,1.274181871,2.252572941,-0.521022903,-0.073971298,2.185535935,0.405498046,-0.673249148
63866,172x_1112_38,99,99,0,0,2.185797126,-2.773305807,-0.599538497
80195,142x_1116_154,1.782582242,2.372499467,-0.139908175,-0.527401038,2.186071886,-3.055669658,0.888078925
49135,112x_112x_1114_55,4.374904539,99,6.084053035,0,2.186380512,3.079506926,1.224584412
46489,112x_112x_1113_103,4.503358743,99,0.359585761,0,2.18671674,0.348849536,1.022315735
37469,142x_1113_81,2.515712102,3.318424457,-0.436578701,-0.95746406,2.186937526,-0.292275318,7.486350605
103786,162x_1113_185,6.020461486,99,0.487060473,0,2.18755389,0.176822757,-2.117914945
103802,162x_1113_206,4.085380688,99,0.339541033,0,2.188142742,0.109836196,1.163676285
80265,162x_1111_122,4.897335989,99,-0.067164571,0,2.188819501,-0.182476127,1.807707867
69088,182x_1111_88,5.08592191,10.0799993,-0.26690101,-3.071385718,2.189364229,-3.0527112,0.229692521
63922,172x_1112_38,3.456661494,99,-0.941258321,0,2.190368517,-2.912634574,0.983744462
69127,182x_1111_88,4.609245267,8.378472895,0.353929216,0.183905631,2.190659266,-2.614054965,-1.102944441
69089,182x_1111_88,5.074632248,9.963704373,-0.188061071,-3.121096398,2.191059105,-3.038510795,0.375951053
61966,122x_1115_85,99,99,0,0,2.191099715,-0.279458287,-4.499790247
37454,142x_1113_81,2.023456582,2.903886332,-0.769272139,-0.122729471,2.191224736,-0.1212034,5.420595259
104984,162x_1114_35,99,99,0,0,2.19142325,-1.130165397,-3.500742962
45265,112x_112x_1112_46,5.022499587,6.576754723,-0.516912453,0.363451891,2.191882694,0.092501822,1.932207518
80192,142x_1116_154,1.815616658,2.420562283,-0.295408752,0.163380482,2.192138916,-2.970581496,-0.832812877
37488,142x_1113_81,3.055402303,3.606721085,-0.063533605,-0.075353909,2.192725552,-0.063403977,-3.560688347
107242,122x_1118_168,1.100624232,1.614452116,6.09783762,5.492085846,2.19283962,3.060465969,-4.704097532
49243,112x_112x_1114_55,2.73326198,99,0.010954758,0,2.193301738,-3.123443405,1.364395366
37478,142x_1113_81,2.865152995,3.712296665,0.00414558,-0.023539502,2.194354094,-0.060371961,-4.261839568
66469,142x_1115_201,2.412923992,5.293732348,0.136898472,0.125191137,2.195063173,3.110307958,0.186308355
104083,122x_1117_86,99,99,0,0,2.195227507,3.104058656,-3.530454061
2968,152x_1111_193,8.594971306,99,-0.654499299,0,2.195355414,-3.118631469,-2.390234198
95000,112x_112x_1115_54,4.00007646,99,-0.126086775,0,2.195488249,-3.109808969,3.320369735
107353,122x_1118_168,4.261174875,5.491523812,5.890764174,0.279666878,2.196790277,3.076242167,-3.08405993
90582,182x_1113_38,99,99,0,0,2.196987598,0.38552442,1.671422952
80267,162x_1111_122,4.878332051,99,-0.604014083,0,2.197130458,-0.633639332,0.683845866
66470,142x_1115_201,2.388584578,5.302827501,-6.022695441,-6.093368657,2.197176085,-3.082763653,-1.102096408
33312,142x_1112_123,2.482660105,3.660250191,-0.066222261,0.281862085,2.197835703,3.054665978,0.796145888
63874,172x_1112_38,99,99,0,0,2.199125877,-2.693020169,0.793487178
17004,172x_1111_7,99,99,0,0,2.199188193,-2.61023664,-2.914086943
26655,122x_1113_161,2.385723782,99,3.333113631,0,2.199306968,2.834018972,7.18000474
2928,152x_1111_193,7.395050553,10.20010321,-6.203530508,-1.478476778,2.199546596,-3.13625147,-0.646283231
90588,182x_1113_38,99,99,0,0,2.199998336,0.082246623,-2.661415624
2940,152x_1111_193,7.123332976,10.1011618,-0.097977761,-1.071452174,2.200490262,-3.083239779,-1.567353168
49229,112x_112x_1114_55,2.91665576,99,0.060968536,0,2.200888224,-3.061259686,-1.21421625
15838,112x_112x_1111_179,1.270594234,5.957621615,-0.135153362,-6.1111165,2.200953229,-3.125903489,-5.969748277
90570,182x_1113_38,99,99,0,0,2.202330386,0.027250564,2.639850179
90605,182x_1113_38,99,99,0,0,2.20280306,-0.041177984,-2.008320955
69090,182x_1111_88,5.064697544,9.852526068,-0.190390007,-3.209106678,2.204479645,-3.060063825,0.501507832
33333,142x_1112_123,2.373822191,3.506482308,6.183337115,6.104304907,2.204602866,3.052979688,0.522782418
107220,122x_1118_168,2.163684312,2.433424218,4.951360583,3.643425418,2.205296942,2.858027255,7.079723913
80196,142x_1116_154,1.79065595,2.337496751,-0.068207477,-0.807016419,2.206231799,-3.08671459,0.957901899
46491,112x_112x_1113_103,4.451914542,99,1.055581358,0,2.206983021,1.059463233,-1.770290004
37449,142x_1113_81,1.763851418,2.850408779,-0.596308678,0.288912499,2.207121046,0.173995878,-5.128602454
63865,172x_1112_38,99,99,0,0,2.207374474,-2.802530965,-0.735595027
90576,182x_1113_38,99,99,0,0,2.207857135,0.13873106,-2.024965088
103820,162x_1113_206,3.87725949,99,0.679999614,0,2.208784037,0.297955609,3.834165878
92458,122x_1119_22,3.441442993,99,-0.560716823,0,2.208819957,-0.63074178,6.624185361
49140,112x_112x_1114_55,4.305452953,99,5.857252396,0,2.209119526,2.865209324,-2.685846209
63923,172x_1112_38,3.411624185,99,-0.825929289,0,2.209239728,-2.860972129,0.13594735
49264,112x_112x_1114_55,2.123841704,99,-0.263590771,0,2.209448633,2.815625244,-1.462139886
15833,112x_112x_1111_179,1.403501014,5.888918711,6.121779195,0.059329212,2.210256641,3.087009737,4.023169975
103931,122x_1117_86,4.984095505,5.790288027,-5.99448282,-6.204759828,2.210706987,-3.110975902,-1.05452134
90489,182x_1113_63,99,99,0,0,2.210747814,0.134734494,-1.431547905
20313,142x_1111_186,8.169733495,11.06615931,5.86454614,5.220341217,2.211753085,3.044336763,0.732959179
63864,172x_1112_38,99,99,0,0,2.211939288,-2.818126971,-0.769287961
63925,172x_1112_38,3.335713532,99,-0.62451882,0,2.212378539,-2.873348211,-1.603651925
2966,152x_1111_193,8.695348477,99,-1.023771211,0,2.212591464,-3.119516163,1.207620707
104819,162x_1114_35,13.65152158,99,-0.189320861,0,2.212609503,0.450204618,2.212420689
69172,182x_1111_88,99,99,0,0,2.212684962,2.887179496,-2.461608998
46490,112x_112x_1113_103,4.483769989,99,0.638568835,0,2.214362382,0.604797664,-0.252084925
33313,142x_1112_123,2.492136005,3.659794645,6.210048345,0.298292769,2.214888944,3.089104337,-1.329464487
63838,172x_1112_38,99,99,0,0,2.215117409,-2.672471834,-2.451501588
90488,182x_1113_63,99,99,0,0,2.215469518,-0.066978424,-0.009304337
90522,182x_1113_63,3.309528625,5.225628721,-0.059054861,0.320870606,2.215666443,0.246251761,-3.699396129
66485,142x_1115_201,2.092547804,5.204453517,0.304692406,-0.009659617,2.215793602,3.012364176,2.596211339
90560,182x_1113_38,99,99,0,0,2.216178548,0.086769201,-4.169357147
69150,182x_1111_88,4.743750856,5.086432884,-5.742642823,-3.031597017,2.217093145,-3.098185438,2.29953002
90614,182x_1113_38,99,99,0,0,2.217502477,-0.303817604,0.584933532
57225,122x_1114_180,99,99,0,0,2.217892563,-0.237975597,9.69023674
103752,162x_1113_185,6.33905485,99,0.769493372,0,2.218321053,0.385644376,-1.380481802
80270,162x_1111_122,99,99,0,0,2.218727199,-0.760975477,-4.452694041
90599,182x_1113_38,99,99,0,0,2.218781836,-0.214085451,1.933680471
2875,152x_1111_193,7.098122826,7.966142164,0.402157882,5.492304939,2.218956407,3.063138689,1.535374955
107238,122x_1118_168,1.118052868,1.821332519,5.310210497,5.127752125,2.218986013,2.982552135,3.119277376
63758,172x_1112_38,4.606753877,99,0.45285236,0,2.219193557,3.074087453,11.13192583
20474,142x_1111_186,99,99,0,0,2.21948488,3.042240516,-1.440545711
69091,182x_1111_88,5.056189218,9.762937311,-0.165771786,-3.325780406,2.219592121,-3.053191577,0.59073078
103804,162x_1113_206,4.076138621,99,0.350169141,0,2.220179945,0.043585653,-1.176996066
107301,122x_1118_168,3.676739276,5.263718957,-0.188223257,0.330073548,2.220577576,2.932931269,8.025410387
95007,112x_112x_1115_54,4.188876122,99,0.243880747,0,2.220695574,-2.840824853,-1.511580108
103771,162x_1113_185,6.214712186,99,0.298472641,0,2.220957807,0.085825795,0.470242167
57211,122x_1114_180,99,99,0,0,2.221460169,-0.273732207,12.03163157
80201,142x_1116_154,1.932469281,2.283851451,-6.186804289,-0.036825761,2.221568837,-3.06572982,-2.359016701
49250,112x_112x_1114_55,2.573014997,99,0.050986364,0,2.222313932,-3.051128821,-2.343819138
103803,162x_1113_206,4.08059563,99,0.407541984,0,2.222418251,0.093695658,-0.142154733
63863,172x_1112_38,99,99,0,0,2.22269929,-2.908760708,-0.83094755
92409,122x_1119_22,4.619519624,99,-0.504989613,0,2.22298388,-0.635175491,11.08632657
66448,142x_1115_201,2.806250157,6.716810953,6.010402074,5.802070167,2.223171107,2.910376602,2.313112509
63875,172x_1112_38,99,99,0,0,2.224892823,-2.69714066,0.670706164
63924,172x_1112_38,3.369637006,99,-0.738580098,0,2.224900141,-2.884179991,-0.795503643
90616,182x_1113_38,99,99,0,0,2.225006642,-0.64587526,-1.36099781
69101,182x_1111_88,4.969655621,8.657749932,-0.13256386,-2.657515735,2.225760256,-2.887164032,0.043421884
33334,142x_1112_123,2.378855473,3.480899487,-0.043728361,6.039178615,2.2262011,3.076541059,-1.907218882
107317,122x_1118_168,3.734146957,5.165290201,5.925964585,5.944625647,2.227048807,2.841745273,10.11859803
20317,142x_1111_186,8.091875505,10.81222597,6.052805751,5.147356383,2.22846274,3.085458964,-1.343214696
40422,152x_1113_106,4.24791375,7.799848965,-4.669817104,-0.082108619,2.228770905,-3.063671144,3.546863029
69102,182x_1111_88,4.948363168,8.460878515,-0.078263961,-2.581209857,2.229054436,-2.89623843,0.272420242
63876,172x_1112_38,99,99,0,0,2.229247265,-2.686055637,0.726747784
8363,122x_1111_102,9.574999236,99,-1.956103523,0,2.229634419,0.091943595,1.316140763
92394,122x_1119_22,2.045762302,4.385982642,0.081988547,-0.327556641,2.230047599,-0.284376585,7.826476411
69126,182x_1111_88,4.609748649,8.085262573,0.283860547,0.153678869,2.230889012,-2.635276641,-1.21201367
20314,142x_1111_186,8.143901908,11.00156197,5.908760517,5.126917225,2.231710207,3.04141758,0.418665145
63858,172x_1112_38,99,99,0,0,2.23330009,-2.535793304,1.089254334
107351,122x_1118_168,4.220831057,5.462166228,5.789302158,0.179691773,2.234200532,2.939419016,2.236363683
2967,152x_1111_193,8.641573918,99,-0.818992342,0,2.234358045,-3.111999118,-0.92106056
80197,142x_1116_154,1.808246051,2.299644915,0.001650796,-0.993045769,2.234594784,-3.11042078,0.822683329
92417,122x_1119_22,4.813936171,99,-0.06712061,0,2.234714293,-0.014596651,-8.808926003
2702,152x_1111_193,1.553483935,2.903330038,-0.362951545,5.026366569,2.235002299,2.73047055,0.11616013
69103,182x_1111_88,4.92284585,8.327466671,-0.005889735,-2.48717709,2.235044953,-2.879798602,0.424421184
69100,182x_1111_88,4.988878843,8.786790311,-0.197838065,-2.742346189,2.235103026,-2.889258832,-0.182430209
3080,121x_1111_58,2.862559026,99,0.189435924,0,2.235594216,0.133872267,-1.979920539
66458,142x_1115_201,2.64719557,5.299494574,6.140125162,1.756113516,2.235821275,3.088284897,-3.692172934
20494,142x_1111_186,99,99,0,0,2.236100491,3.048699653,0.959099962
49215,112x_112x_1114_55,3.256691088,99,0.0027389,0,2.236402957,3.140456948,0.975933107
95040,112x_112x_1115_54,3.175274846,99,-1.537614246,0,2.236636634,-3.126839942,3.10396364
49263,112x_112x_1114_55,2.134280826,99,-0.185577968,0,2.236874845,2.863809008,-0.925847981
104081,122x_1117_86,99,99,0,0,2.237403436,2.981525967,0.135973159
107339,122x_1118_168,4.101916042,5.683616652,6.058651735,0.272517678,2.23744205,3.132805935,-8.359670904
63895,172x_1112_38,3.916242307,99,0.334684533,0,2.238805192,-2.524230071,-1.614598995
2888,152x_1111_193,7.746810741,99,5.598908055,0,2.238975597,3.019097853,-2.258308037
90615,182x_1113_38,99,99,0,0,2.239584396,-0.480713633,-0.364773546
49136,112x_112x_1114_55,4.352598979,99,5.993283378,0,2.239631992,3.026071858,0.938455523
57192,122x_1114_180,9.636353594,99,0.664337487,0,2.240160379,0.799861813,-9.547819427
45344,112x_112x_1112_46,99,99,0,0,2.241753208,-0.825690382,-8.82874197
49260,112x_112x_1114_55,2.187874843,99,-0.143446162,0,2.242918435,2.968151827,0.990766874
66493,142x_1115_201,1.825803276,5.040442113,-5.652406605,-0.361095689,2.243646552,-3.056399198,-1.974075027
69099,182x_1111_88,5.007206453,8.912557932,-0.261313357,-2.764162055,2.244663832,-2.857591923,-0.352623032
91823,191x_1111_51,8.917361362,99,-6.071085377,0,2.245737518,-3.13912253,-1.896268647
69092,182x_1111_88,5.050861271,9.669059353,-0.188272502,-3.473161885,2.246405413,-3.071006676,0.611041708
107352,122x_1118_168,4.242552174,5.463612992,5.871139817,0.296603328,2.246716081,3.057388744,-0.362408973
2703,152x_1111_193,1.542555992,2.858608686,-0.267238917,5.756285713,2.246895736,2.841150997,-2.659193167
49206,112x_112x_1114_55,3.61573809,99,-6.192521989,0,2.247265301,-3.075769009,-2.257591751
20471,142x_1111_186,99,99,0,0,2.247594065,2.923689313,0.839334667
45266,112x_112x_1112_46,4.955456352,6.563095873,-0.230039232,0.377876717,2.247834993,0.132547483,2.146945063
12374,122x_1112_99,99,99,0,0,2.248093492,2.768167807,8.391783655
20316,142x_1111_186,8.101552909,10.87560519,6.018850765,5.173336521,2.249984011,3.075122584,-0.813948715
49244,112x_112x_1114_55,2.715439449,99,0.022699868,0,2.250063701,-3.111002803,1.284365004
20315,142x_1111_186,8.114219193,10.93812528,6.038252371,5.141633484,2.250167933,3.065773152,-0.155830611
90583,182x_1113_38,99,99,0,0,2.250211357,0.346600212,1.275392441
103930,122x_1117_86,4.995434104,5.805636401,-5.996178982,-6.181508245,2.250900418,-3.120032413,-1.127443847
20497,142x_1111_186,99,99,0,0,2.251194884,3.091057903,-2.089228025
103768,162x_1113_185,6.118214974,99,0.168398948,0,2.251276891,8.60E-06,-0.473926996
49262,112x_112x_1114_55,2.146200424,99,-0.108075034,0,2.251595215,2.91118244,-0.277570043
49216,112x_112x_1114_55,3.232139097,99,-6.217300126,0,2.252487619,-3.129609119,0.593313178
49222,112x_112x_1114_55,3.153646721,99,0.090257925,0,2.252655933,-3.014306131,0.359660212
63877,172x_1112_38,99,99,0,0,2.25270389,-2.718471669,0.746794147
20495,142x_1111_186,99,99,0,0,2.252949643,3.044129603,0.006756222
